"shapeid","x","y"
"8","5.29465277778","44.1749913194"
"8","5.29592704962","44.1738194444"
"8","5.29673611111","44.17286159"
"8","5.29791582999","44.1717361111"
"8","5.29881944444","44.171159188"
"8","5.30090277778","44.1706879745"
"8","5.30298611111","44.1702730068"
"8","5.30427579365","44.1696527778"
"8","5.30506944444","44.1690430217"
"8","5.30682065217","44.1675694444"
"8","5.30715277778","44.1673611111"
"8","5.30923611111","44.1663233385"
"8","5.31070469035","44.1654861111"
"8","5.31131944444","44.1651655983"
"8","5.31340277778","44.1648401163"
"8","5.31548611111","44.1646392276"
"8","5.31756944444","44.1638505971"
"8","5.31965277778","44.1637282986"
"8","5.32069444444","44.1634027778"
"8","5.32173611111","44.1630059524"
"8","5.32381944444","44.1624924136"
"8","5.32590277778","44.1622491965"
"8","5.32791170635","44.1613194444"
"8","5.32798611111","44.1612704248"
"8","5.33006944444","44.1607175926"
"8","5.33215277778","44.1598574561"
"8","5.33423611111","44.1597481168"
"8","5.33631944444","44.1595833333"
"8","5.33840277778","44.1602269648"
"8","5.34043402778","44.1592361111"
"8","5.33981520716","44.1571527778"
"8","5.33882548309","44.1550694444"
"8","5.33840277778","44.1532465278"
"8","5.33631944444","44.1541898148"
"8","5.33423611111","44.1542447917"
"8","5.33215277778","44.1539395009"
"8","5.33006944444","44.1541957885"
"8","5.3295770202","44.1550694444"
"8","5.32798611111","44.1564583333"
"8","5.32599747475","44.1550694444"
"8","5.32590277778","44.1549702381"
"8","5.32381944444","44.1544835069"
"8","5.32173611111","44.1545259662"
"8","5.31965277778","44.1548866959"
"8","5.31756944444","44.1545679012"
"9","5.40298611111","44.1525231481"
"9","5.40159722222","44.1529861111"
"9","5.40298611111","44.1532734674"
"9","5.40362713675","44.1529861111"
"9","5.40298611111","44.1525231481"
"10","5.11840277778","44.1467361111"
"10","5.11965277778","44.1472569444"
"10","5.12082465278","44.1488194444"
"10","5.12173611111","44.1497032828"
"10","5.1234571256","44.1509027778"
"10","5.12381944444","44.151128003"
"10","5.12590277778","44.1517361111"
"10","5.12654380342","44.1509027778"
"10","5.12590277778","44.1504125817"
"10","5.12510620915","44.1488194444"
"10","5.1243128655","44.1467361111"
"10","5.12381944444","44.1463371749"
"10","5.12173611111","44.1459124677"
"10","5.11965277778","44.146000817"
"10","5.11840277778","44.1467361111"
"11","5.42173611111","44.1463684641"
"11","5.42375224014","44.1467361111"
"11","5.42173611111","44.1487522401"
"11","5.42048611111","44.1467361111"
"11","5.42173611111","44.1463684641"
"12","5.3237202381","44.1488194444"
"12","5.32174905107","44.1467361111"
"12","5.32173611111","44.146728129"
"12","5.32171734234","44.1467361111"
"12","5.31965277778","44.1476175214"
"12","5.31756944444","44.1483333333"
"12","5.31693538647","44.1488194444"
"12","5.31548611111","44.1495946382"
"12","5.31433668582","44.1488194444"
"12","5.31340277778","44.1482883987"
"12","5.31131944444","44.1476419082"
"12","5.30923611111","44.1476552288"
"12","5.30715277778","44.1485353535"
"12","5.30680555556","44.1488194444"
"12","5.30715277778","44.1490911836"
"12","5.30881944444","44.1509027778"
"12","5.30715277778","44.1517893026"
"12","5.30506944444","44.1519878472"
"12","5.30307291667","44.1529861111"
"12","5.30298611111","44.1530226608"
"12","5.30283730159","44.1529861111"
"12","5.30090277778","44.1524652778"
"12","5.29989969136","44.1529861111"
"12","5.29881944444","44.1534490741"
"12","5.29673611111","44.1533791929"
"12","5.29465277778","44.1540277778"
"12","5.2943620801","44.1550694444"
"12","5.29264384921","44.1571527778"
"12","5.29256944444","44.1572313941"
"12","5.29244318182","44.1571527778"
"12","5.29048611111","44.1559567901"
"12","5.28864316239","44.1550694444"
"12","5.28840277778","44.1549444444"
"12","5.28631944444","44.1544596883"
"12","5.28423611111","44.1550063131"
"12","5.28413690476","44.1550694444"
"12","5.28215277778","44.1559197846"
"12","5.28105429293","44.1571527778"
"12","5.28029671717","44.1592361111"
"12","5.28006944444","44.1594912132"
"12","5.27980902778","44.1592361111"
"12","5.27798611111","44.1579103535"
"12","5.27590277778","44.1576488095"
"12","5.27381944444","44.1576736111"
"12","5.27173611111","44.1580902778"
"12","5.26965277778","44.1586926329"
"12","5.26756944444","44.1590648782"
"12","5.26600694444","44.1592361111"
"12","5.26548611111","44.1593797893"
"12","5.26340277778","44.1604947917"
"12","5.26131944444","44.1605502137"
"12","5.25923611111","44.1612288647"
"12","5.25900462963","44.1613194444"
"12","5.25715277778","44.1618025362"
"12","5.25506944444","44.1623295455"
"12","5.25298611111","44.1627552553"
"12","5.25090277778","44.1629540598"
"12","5.25013523392","44.1634027778"
"12","5.24881944444","44.1641380719"
"12","5.24673611111","44.1641179519"
"12","5.24465277778","44.1638265066"
"12","5.24256944444","44.1647420635"
"12","5.24048611111","44.1651237923"
"12","5.23923611111","44.1654861111"
"12","5.23840277778","44.1657425214"
"12","5.23631944444","44.1665409634"
"12","5.23423611111","44.1673549837"
"12","5.23346856725","44.1675694444"
"12","5.23215277778","44.1682451201"
"12","5.23006944444","44.1686111111"
"12","5.22819444444","44.1696527778"
"12","5.23006944444","44.1705456349"
"12","5.23120580808","44.1717361111"
"12","5.23215277778","44.1722635373"
"12","5.23423611111","44.1733234127"
"12","5.23499830623","44.1738194444"
"12","5.23631944444","44.1743721655"
"12","5.23840277778","44.1754906899"
"12","5.24003321256","44.1759027778"
"12","5.24048611111","44.1760135934"
"12","5.24256944444","44.1773164683"
"12","5.24390873016","44.1779861111"
"12","5.24465277778","44.1783221326"
"12","5.24673611111","44.1797597598"
"12","5.24733918129","44.1800694444"
"12","5.24881944444","44.1807235142"
"12","5.25090277778","44.1806867284"
"12","5.25298611111","44.1811837855"
"12","5.25479770531","44.1821527778"
"12","5.25506944444","44.1823480903"
"12","5.25679563492","44.1842361111"
"12","5.25715277778","44.1845409892"
"12","5.25923611111","44.1858730159"
"12","5.26131944444","44.1852083333"
"12","5.26184027778","44.1842361111"
"12","5.26340277778","44.1829493464"
"12","5.26548611111","44.183423103"
"12","5.26756944444","44.1839756944"
"12","5.26887152778","44.1842361111"
"12","5.26965277778","44.1844764957"
"12","5.27173611111","44.1858854167"
"12","5.27381944444","44.185868994"
"12","5.27590277778","44.1853645833"
"12","5.27798611111","44.1853819444"
"12","5.28006944444","44.1858730159"
"12","5.28067251462","44.1842361111"
"12","5.28215277778","44.1835240858"
"12","5.28423611111","44.1829086775"
"12","5.28584774633","44.1821527778"
"12","5.28631944444","44.1818149399"
"12","5.28759832233","44.1800694444"
"12","5.28840277778","44.1789564307"
"12","5.29048611111","44.1783799119"
"12","5.29172809829","44.1779861111"
"12","5.29256944444","44.1776121795"
"12","5.29465277778","44.176531476"
"12","5.29617063492","44.1759027778"
"12","5.29673611111","44.1754017229"
"12","5.29805190058","44.1738194444"
"12","5.29881944444","44.1730829125"
"12","5.30090277778","44.172016844"
"12","5.30298611111","44.1718402778"
"12","5.30323863636","44.1717361111"
"12","5.30506944444","44.1708343698"
"12","5.30709935897","44.1696527778"
"12","5.30715277778","44.1696069902"
"12","5.30923611111","44.168270379"
"12","5.31037247475","44.1675694444"
"12","5.31131944444","44.1670114087"
"12","5.31340277778","44.166519169"
"12","5.31548611111","44.1664596314"
"12","5.31756944444","44.1658097357"
"12","5.31895833333","44.1654861111"
"12","5.31965277778","44.1653559028"
"12","5.32173611111","44.164890873"
"12","5.32381944444","44.1642157859"
"12","5.32590277778","44.1639484127"
"12","5.32753968254","44.1634027778"
"12","5.32798611111","44.1632275441"
"12","5.33006944444","44.1626041667"
"12","5.33215277778","44.1617162698"
"12","5.33423611111","44.1615336189"
"12","5.33631944444","44.1616035354"
"12","5.33840277778","44.1622771057"
"12","5.34048611111","44.1624822351"
"12","5.34256944444","44.1616694444"
"12","5.34350029551","44.1613194444"
"12","5.34404793907","44.1592361111"
"12","5.34292751736","44.1571527778"
"12","5.34256944444","44.1566753472"
"12","5.34162940379","44.1550694444"
"12","5.34241397181","44.1529861111"
"12","5.34222853535","44.1509027778"
"12","5.34160790598","44.1488194444"
"12","5.34048611111","44.1469965278"
"12","5.33840277778","44.1477496246"
"12","5.33631944444","44.1468623737"
"12","5.33423611111","44.148742284"
"12","5.33381944444","44.1488194444"
"12","5.33215277778","44.1490331197"
"12","5.33006944444","44.1490277778"
"12","5.32798611111","44.1494742063"
"12","5.32590277778","44.150787037"
"12","5.32381944444","44.1488690476"
"12","5.3237202381","44.1488194444"
"13","5.11548611111","44.1422489316"
"13","5.11496527778","44.1425694444"
"13","5.11548611111","44.1442361111"
"13","5.11571133634","44.1425694444"
"13","5.11548611111","44.1422489316"
"14","5.41965277778","44.1412301587"
"14","5.42040277778","44.1425694444"
"14","5.41965277778","44.144629884"
"14","5.41900622605","44.1425694444"
"14","5.41965277778","44.1412301587"
"15","5.34465277778","44.1381944444"
"15","5.34443347953","44.1384027778"
"15","5.34256944444","44.1395833333"
"15","5.34048611111","44.1396338384"
"15","5.33861111111","44.1404861111"
"15","5.33840277778","44.1405662393"
"15","5.33631944444","44.1409889847"
"15","5.33423611111","44.1419353865"
"15","5.33215277778","44.1412673611"
"15","5.33022970085","44.1404861111"
"15","5.33006944444","44.1404545455"
"15","5.32997474747","44.1404861111"
"15","5.32798611111","44.1417728758"
"15","5.32694444444","44.1425694444"
"15","5.32590277778","44.143859127"
"15","5.32515046296","44.1425694444"
"15","5.32381944444","44.1406527778"
"15","5.32243055556","44.1404861111"
"15","5.32173611111","44.1404624369"
"15","5.31965277778","44.1402942251"
"15","5.31756944444","44.1404817799"
"15","5.31751863144","44.1404861111"
"15","5.31548611111","44.1406712963"
"15","5.31484508547","44.1404861111"
"15","5.31340277778","44.1400396825"
"15","5.31131944444","44.1403531324"
"15","5.31069444444","44.1404861111"
"15","5.30988715278","44.1425694444"
"15","5.30923611111","44.143022343"
"15","5.30715277778","44.143373538"
"15","5.30506944444","44.143414039"
"15","5.30298611111","44.1433047386"
"15","5.30090277778","44.1429532164"
"15","5.29881944444","44.1437713675"
"15","5.29738715278","44.1446527778"
"15","5.29807539683","44.1467361111"
"15","5.29673611111","44.1474714052"
"15","5.294878003","44.1488194444"
"15","5.29465277778","44.1490331197"
"15","5.29256944444","44.1495681424"
"15","5.29058301034","44.1509027778"
"15","5.29048611111","44.1510329861"
"15","5.28840277778","44.1512334656"
"15","5.28783971471","44.1509027778"
"15","5.28631944444","44.1500755719"
"15","5.28423611111","44.1490509259"
"15","5.28215277778","44.1497385621"
"15","5.28006944444","44.150334596"
"15","5.27828373016","44.1509027778"
"15","5.27798611111","44.1510329861"
"15","5.27614787582","44.1529861111"
"15","5.27590277778","44.1532837302"
"15","5.27381944444","44.1540122305"
"15","5.27173611111","44.1542361111"
"15","5.26965277778","44.1543985405"
"15","5.26756944444","44.1549788647"
"15","5.26745039683","44.1550694444"
"15","5.26548611111","44.1561783154"
"15","5.26340277778","44.1559915756"
"15","5.26131944444","44.1566651891"
"15","5.26011330409","44.1571527778"
"15","5.25923611111","44.1574131944"
"15","5.25715277778","44.1580148467"
"15","5.25506944444","44.158778794"
"15","5.25444444444","44.1592361111"
"15","5.25298611111","44.1598611111"
"15","5.25090277778","44.1599762427"
"15","5.24881944444","44.160502451"
"15","5.24715277778","44.1613194444"
"15","5.24673611111","44.161446477"
"15","5.24608506944","44.1613194444"
"15","5.24465277778","44.1610560345"
"15","5.24288995726","44.1613194444"
"15","5.24256944444","44.1613825758"
"15","5.24048611111","44.1621585648"
"15","5.23840277778","44.1624468954"
"15","5.23637152778","44.1634027778"
"15","5.23631944444","44.1634369308"
"15","5.23423611111","44.1643881381"
"15","5.23215277778","44.1636146422"
"15","5.23006944444","44.1645770202"
"15","5.22850694444","44.1654861111"
"15","5.22798611111","44.1656997863"
"15","5.22590277778","44.165657344"
"15","5.22381944444","44.166253655"
"15","5.22184576023","44.1675694444"
"15","5.22332125604","44.1696527778"
"15","5.22381944444","44.1699503968"
"15","5.22590277778","44.1712614276"
"15","5.22671799517","44.1717361111"
"15","5.22798611111","44.1724223856"
"15","5.23006944444","44.1736210317"
"15","5.2304095805","44.1738194444"
"15","5.23215277778","44.1750573671"
"15","5.23423611111","44.1758317551"
"15","5.23443772401","44.1759027778"
"15","5.23631944444","44.1765168129"
"15","5.23840277778","44.1777010234"
"15","5.23953125","44.1779861111"
"15","5.24048611111","44.1782690329"
"15","5.24256944444","44.1795379819"
"15","5.24367760047","44.1800694444"
"15","5.24465277778","44.181832265"
"15","5.244878003","44.1821527778"
"15","5.24673611111","44.1826658375"
"15","5.24881944444","44.1828587006"
"15","5.25090277778","44.1830456349"
"15","5.25188316993","44.1842361111"
"15","5.25139619883","44.1863194444"
"15","5.25298611111","44.1871585648"
"15","5.25506944444","44.1879246357"
"15","5.25579861111","44.1884027778"
"15","5.25715277778","44.1889670139"
"15","5.25923611111","44.1894558913"
"15","5.26131944444","44.1896230159"
"15","5.26232434641","44.1884027778"
"15","5.26340277778","44.1872848916"
"15","5.26548611111","44.1878592995"
"15","5.26618055556","44.1884027778"
"15","5.26756944444","44.1891840278"
"15","5.26965277778","44.1890656566"
"15","5.27173611111","44.1886736111"
"15","5.27381944444","44.188729083"
"15","5.27590277778","44.1891165123"
"15","5.27798611111","44.1891936728"
"15","5.28006944444","44.1888809199"
"15","5.28160453216","44.1884027778"
"15","5.28215277778","44.1881660354"
"15","5.28373044768","44.1863194444"
"15","5.28423611111","44.18533674"
"15","5.285625","44.1842361111"
"15","5.28631944444","44.1839501634"
"15","5.28840277778","44.1827569444"
"15","5.28939321494","44.1821527778"
"15","5.28975472813","44.1800694444"
"15","5.29048611111","44.1796502371"
"15","5.29256944444","44.1789265873"
"15","5.29426617984","44.1779861111"
"15","5.29465277778","44.1777642176"
"15","5.29673611111","44.1769509144"
"15","5.29865372475","44.1759027778"
"15","5.29881944444","44.1757002315"
"15","5.30037595785","44.1738194444"
"15","5.30090277778","44.1734943853"
"15","5.30298611111","44.1731423611"
"15","5.30506944444","44.1724144057"
"15","5.30648073477","44.1717361111"
"15","5.30715277778","44.1713830038"
"15","5.30923611111","44.1702020202"
"15","5.31037604822","44.1696527778"
"15","5.31131944444","44.1691208629"
"15","5.31340277778","44.168240932"
"15","5.31548611111","44.168274825"
"15","5.31756944444","44.167791439"
"15","5.31832175926","44.1675694444"
"15","5.31965277778","44.1671527778"
"15","5.32173611111","44.1667179952"
"15","5.32381944444","44.1661212737"
"15","5.32590277778","44.1655965909"
"15","5.32752314815","44.1654861111"
"15","5.32798611111","44.1654413082"
"15","5.33006944444","44.1643896199"
"15","5.33215277778","44.1636747534"
"15","5.33423611111","44.1634829831"
"15","5.33631944444","44.1634854497"
"15","5.33840277778","44.1638938492"
"15","5.34048611111","44.1639523688"
"15","5.34239213948","44.1634027778"
"15","5.34256944444","44.1633361111"
"15","5.34465277778","44.1626259416"
"15","5.34673611111","44.1619575826"
"15","5.34838339793","44.1613194444"
"15","5.34881944444","44.1603819444"
"15","5.350879884","44.1613194444"
"15","5.35090277778","44.1613211648"
"15","5.35298611111","44.16178051"
"15","5.35506944444","44.1623339372"
"15","5.35711622807","44.1613194444"
"15","5.35715277778","44.1612852914"
"15","5.35920195811","44.1592361111"
"15","5.35923611111","44.1592045455"
"15","5.36131944444","44.1579313973"
"15","5.36340277778","44.1573207885"
"15","5.36399801587","44.1571527778"
"15","5.36548611111","44.1560205314"
"15","5.36756944444","44.1559305556"
"15","5.36965277778","44.155572318"
"15","5.37173611111","44.1553718638"
"15","5.37381944444","44.1552459981"
"15","5.37590277778","44.1555376092"
"15","5.37798611111","44.1561762153"
"15","5.3798501462","44.1550694444"
"15","5.37798611111","44.1542824074"
"15","5.37590277778","44.1537253584"
"15","5.37381944444","44.1536805556"
"15","5.373125","44.1529861111"
"15","5.37173611111","44.1525694444"
"15","5.36965277778","44.1527020202"
"15","5.36756944444","44.1525126263"
"15","5.36548611111","44.1524531654"
"15","5.36444444444","44.1529861111"
"15","5.36340277778","44.1546230159"
"15","5.36131944444","44.1544742063"
"15","5.35923611111","44.1542739899"
"15","5.35715277778","44.1542046646"
"15","5.35506944444","44.1545679012"
"15","5.35298611111","44.1548335954"
"15","5.35229166667","44.1550694444"
"15","5.35090277778","44.1566319444"
"15","5.3506712963","44.1571527778"
"15","5.34881944444","44.1587031654"
"15","5.34673611111","44.1577625339"
"15","5.3463123823","44.1571527778"
"15","5.34490277778","44.1550694444"
"15","5.34532766041","44.1529861111"
